mission	roll	frame	Photo Date	Photo Time GMT	Center Point Lat	Center Point Lon	Nadir Lat	Nadir Lon	Spacecraft Altitude (nautical miles)	Lens mm	geon	feat	Clouds Percentage	Look Angle	Look Direction	Sun Azimuth	Sun Elevation Angle	camera	film	Camera (uncataloged)	caption	Features from Image Detectives (not NASA)	RecordType
ISS010	E	   5999	20041106	191555	-32.5	-52.5	-36.5	-53.0	192	180	BRAZIL	LAG. MANGUEIRA, DUNES, SED.	50	52	N	274	33	Kodak DCS760c Electronic Still Camera	3060E: 3060 x 2036 pixel CCD, RGBG array				CatalogedWithCenterPoint
ISS010	E	   5998	20041106	191553	-33.0	-52.5	-36.6	-53.1	192	180	BRAZIL	LAG. MANGUEIRA, DUNES, SED.	25	49	N	274	34	Kodak DCS760c Electronic Still Camera	3060E: 3060 x 2036 pixel CCD, RGBG array				CatalogedWithCenterPoint
ISS010	E	   5997	20041106	191550	-33.5	-53.0	-36.8	-53.3	192	180	BRAZIL	LAG. MANGUEIRA, DUNES, SED.	25	46	N	274	34	Kodak DCS760c Electronic Still Camera	3060E: 3060 x 2036 pixel CCD, RGBG array				CatalogedWithCenterPoint
ISS010	E	   5996	20041106	191536	-31.0	-57.5	-37.3	-54.1	192	180	URUGUAY	URUGUAY R. V., AGR., RESERVOIR	25	HO	NW	275	34	Kodak DCS760c Electronic Still Camera	3060E: 3060 x 2036 pixel CCD, RGBG array				CatalogedWithCenterPoint
ISS010	E	   5995	20041106	191533	-32.0	-58.0	-37.5	-54.3	192	180	URUGUAY	URUGUAY R. V., AGR., WETLANDS	10	HO	NW	276	35	Kodak DCS760c Electronic Still Camera	3060E: 3060 x 2036 pixel CCD, RGBG array				CatalogedWithCenterPoint
ISS010	E	   5994	20041106	191531	-32.5	-58.0	-37.5	-54.4	192	180	URUGUAY	URUGUAY R., AGR., WETLANDS	10	HO	NW	276	35	Kodak DCS760c Electronic Still Camera	3060E: 3060 x 2036 pixel CCD, RGBG array				CatalogedWithCenterPoint
ISS010	E	   5993	20041106	191527	-33.0	-58.5	-37.7	-54.6	192	180	ARGENTINA	URUGUAY R. EST., AGR., MARSH	10	HO	NW	276	35	Kodak DCS760c Electronic Still Camera	3060E: 3060 x 2036 pixel CCD, RGBG array				CatalogedWithCenterPoint
ISS010	E	   5992	20041106	191526	-33.5	-58.0	-37.7	-54.7	192	180	URUGUAY	URUGUAY R. EST., AGR., MARSH	10	HO	NW	276	35	Kodak DCS760c Electronic Still Camera	3060E: 3060 x 2036 pixel CCD, RGBG array				CatalogedWithCenterPoint
ISS010	E	   5991	20041106	191524	-34.5	-58.0	-37.8	-54.8	192	180	URUGUAY	RIO DE LA PLATA, SED. PLUME	10	HO	NW	276	35	Kodak DCS760c Electronic Still Camera	3060E: 3060 x 2036 pixel CCD, RGBG array				CatalogedWithCenterPoint
ISS010	E	   5990	20041106	191517	-35.0	-57.0	-38.1	-55.2	192	180	URUGUAY	RIO DE LA PLATA, SED. PLUME	10	48	NW	277	35	Kodak DCS760c Electronic Still Camera	3060E: 3060 x 2036 pixel CCD, RGBG array				CatalogedWithCenterPoint
ISS010	E	   5989	20041106	191516	-35.0	-57.0	-38.2	-55.3	192	180	URUGUAY	RIO DE LA PLATA, SED. PLUME	10	49	NW	277	35	Kodak DCS760c Electronic Still Camera	3060E: 3060 x 2036 pixel CCD, RGBG array				CatalogedWithCenterPoint
ISS010	E	   5988	20041106	191514	-35.0	-56.5	-38.2	-55.4	192	180	URUGUAY	RIO DE LA PLATA, SED. PLUME	25	47	N	277	35	Kodak DCS760c Electronic Still Camera	3060E: 3060 x 2036 pixel CCD, RGBG array				CatalogedWithCenterPoint
ISS010	E	   5987	20041106	191512	-35.0	-57.0	-38.3	-55.5	192	180	URUGUAY	RIO DE LA PLATA, SED. PLUME	10	49	N	277	35	Kodak DCS760c Electronic Still Camera	3060E: 3060 x 2036 pixel CCD, RGBG array				CatalogedWithCenterPoint
ISS010	E	   5986	20041106	191511	-35.0	-57.0	-38.4	-55.6	192	180	ARGENTINA	RIO DE LA PLATA, SED. PLUME	10	49	N	277	36	Kodak DCS760c Electronic Still Camera	3060E: 3060 x 2036 pixel CCD, RGBG array				CatalogedWithCenterPoint
ISS010	E	   5985	20041106	191509	-35.5	-57.0	-38.4	-55.7	192	180	ARGENTINA	SAMBOROMBON B., PT. PIEDRAS	25	45	N	277	36	Kodak DCS760c Electronic Still Camera	3060E: 3060 x 2036 pixel CCD, RGBG array				CatalogedWithCenterPoint
ISS010	E	   5984	20041106	191507	-36.0	-57.0	-38.5	-55.9	192	180	ARGENTINA	SAMBOROMBON B., PT. NORTE	25	40	N	277	36	Kodak DCS760c Electronic Still Camera	3060E: 3060 x 2036 pixel CCD, RGBG array				CatalogedWithCenterPoint
ISS010	E	   5983	20041106	191506	-36.5	-56.5	-38.6	-55.9	192	180	ARGENTINA	PT. NORTE, SED., BEACH, MARSH	10	34	N	277	36	Kodak DCS760c Electronic Still Camera	3060E: 3060 x 2036 pixel CCD, RGBG array				CatalogedWithCenterPoint
ISS010	E	   5982	20041106	191504	-37.0	-57.0	-38.6	-56.0	192	180	ARGENTINA	PT. SUR, MARSHES, SED., LAKES	10	31	NW	278	36	Kodak DCS760c Electronic Still Camera	3060E: 3060 x 2036 pixel CCD, RGBG array				CatalogedWithCenterPoint
ISS010	E	   5981	20041106	191502	-37.0	-57.0	-38.7	-56.2	192	180	ARGENTINA	BEACHES, DUNES, LAKES, MARSHES	10	30	N	278	36	Kodak DCS760c Electronic Still Camera	3060E: 3060 x 2036 pixel CCD, RGBG array				CatalogedWithCenterPoint
ISS010	E	   5980	20041106	191500	-37.0	-57.0	-38.8	-56.3	192	180	ARGENTINA	BEACHES, DUNES, LAKES, AGR.	10	31	N	278	36	Kodak DCS760c Electronic Still Camera	3060E: 3060 x 2036 pixel CCD, RGBG array				CatalogedWithCenterPoint
ISS010	E	   5979	20041106	191459	-37.0	-57.0	-38.8	-56.3	192	180	ARGENTINA	BEACHES, DUNES, LAKES, AGR.	10	31	N	278	36	Kodak DCS760c Electronic Still Camera	3060E: 3060 x 2036 pixel CCD, RGBG array				CatalogedWithCenterPoint
ISS010	E	   5978	20041106	191453	-37.5	-57.5	-39.1	-56.7	192	180	ARGENTINA	MAR DEL PLATA, AGR., LAGOON	10	29	N	278	36	Kodak DCS760c Electronic Still Camera	3060E: 3060 x 2036 pixel CCD, RGBG array				CatalogedWithCenterPoint
ISS010	E	   5977	20041106	191451	-38.0	-58.0	-39.2	-56.9	192	180	ARGENTINA	MAR DEL PLATA, MIRAMAR, AGR.	10	27	NW	279	36	Kodak DCS760c Electronic Still Camera	3060E: 3060 x 2036 pixel CCD, RGBG array				CatalogedWithCenterPoint
ISS010	E	   5976	20041106	191449	-38.0	-58.0	-39.2	-57.0	192	180	ARGENTINA	AGR., BALCARCE, MIRAMAR, BEACH	10	26	NW	279	37	Kodak DCS760c Electronic Still Camera	3060E: 3060 x 2036 pixel CCD, RGBG array				CatalogedWithCenterPoint
ISS010	E	   5975	20041106	191448	-38.0	-58.5	-39.3	-57.0	192	180	ARGENTINA	AGR., BEACH, LOBERIA, ROADS	10	32	NW	279	37	Kodak DCS760c Electronic Still Camera	3060E: 3060 x 2036 pixel CCD, RGBG array				CatalogedWithCenterPoint
ISS010	E	   5974	20041106	191446	-38.5	-59.0	-39.3	-57.2	192	180	ARGENTINA	NECOCHEA, AGR., COAST, ROADS	10	32	W	279	37	Kodak DCS760c Electronic Still Camera	3060E: 3060 x 2036 pixel CCD, RGBG array				CatalogedWithCenterPoint
ISS010	E	   5973	20041106	191426	-33.0	-58.0	-40.1	-58.5	192	180	URUGUAY	URUGUAY R. EST., WETLANDS,AGR.	10	HO	N	281	38	Kodak DCS760c Electronic Still Camera	3060E: 3060 x 2036 pixel CCD, RGBG array				CatalogedWithCenterPoint
ISS010	E	   5972	20041106	191424	-34.0	-58.5	-40.2	-58.6	193	180	ARGENTINA	PARANA R. DELTA, BUENOS AIRES	10	HO	N	281	38	Kodak DCS760c Electronic Still Camera	3060E: 3060 x 2036 pixel CCD, RGBG array				CatalogedWithCenterPoint
ISS010	E	   5971	20041106	191422	-34.5	-58.0	-40.3	-58.7	193	180	URUGUAY	RIO DE LA PLATA, BUENOS AIRES	10	HO	N	281	38	Kodak DCS760c Electronic Still Camera	3060E: 3060 x 2036 pixel CCD, RGBG array				CatalogedWithCenterPoint
