mission	roll	frame	Photo Date	Photo Time GMT	Center Point Lat	Center Point Lon	Nadir Lat	Nadir Lon	Spacecraft Altitude (nautical miles)	Lens mm	geon	feat	Clouds Percentage	Look Angle	Look Direction	Sun Azimuth	Sun Elevation Angle	camera	film	Camera (uncataloged)	caption	Features from Image Detectives (not NASA)	RecordType
ISS018	E	   6000	20081030	105122	-16.6	34.0	-18.5	36.2	191	400	MOZAMBIQUE	ZAMBEZE R., BELO, SUNGLINT	10	42	NW	278	67	Nikon D2Xs Electronic Still Camera	4288E: 4288 x 2848 pixel CMOS sensor, RGBG imager color filter				CatalogedWithCenterPoint
ISS018	E	   5999	20081030	105121	-16.6	33.9	-18.4	36.2	191	400	MOZAMBIQUE	ZAMBEZE R., CHAGACA, SUNGLINT	10	43	NW	278	67	Nikon D2Xs Electronic Still Camera	4288E: 4288 x 2848 pixel CMOS sensor, RGBG imager color filter				CatalogedWithCenterPoint
ISS018	E	   5998	20081030	105120	-16.5	33.9	-18.4	36.1	191	400	MOZAMBIQUE	ZAMBEZE R., BOBO, SUNGLINT	10	42	NW	278	67	Nikon D2Xs Electronic Still Camera	4288E: 4288 x 2848 pixel CMOS sensor, RGBG imager color filter				CatalogedWithCenterPoint
ISS018	E	   5997	20081030	105118	-16.4	33.8	-18.3	36.1	191	400	MOZAMBIQUE	ZAMBEZE R., MAZOE R., CAPESSE, SUNGLINT	10	43	NW	277	68	Nikon D2Xs Electronic Still Camera	4288E: 4288 x 2848 pixel CMOS sensor, RGBG imager color filter				CatalogedWithCenterPoint
ISS018	E	   5996	20081030	105117	-16.4	33.6	-18.2	36.0	191	400	MOZAMBIQUE	MAZOE RIVER, MANDIE, SUNGLINT	10	43	NW	277	68	Nikon D2Xs Electronic Still Camera	4288E: 4288 x 2848 pixel CMOS sensor, RGBG imager color filter				CatalogedWithCenterPoint
ISS018	E	   5995	20081030	105116	-16.4	33.7	-18.2	36.0	191	400	MOZAMBIQUE	MAZOE RIVER, CAPESSE, SUNGLINT	10	43	NW	277	68	Nikon D2Xs Electronic Still Camera	4288E: 4288 x 2848 pixel CMOS sensor, RGBG imager color filter				CatalogedWithCenterPoint
ISS018	E	   5994	20081030	105114	-16.4	33.7	-18.1	35.9	191	400	MOZAMBIQUE	ZAMBEZE R., MAZOE R., SUNGLINT	10	41	NW	277	68	Nikon D2Xs Electronic Still Camera	4288E: 4288 x 2848 pixel CMOS sensor, RGBG imager color filter				CatalogedWithCenterPoint
ISS018	E	   5993	20081030	105113	-16.4	33.8	-18.0	35.9	191	400	MOZAMBIQUE	ZAMBEZE R., MAZOE R., SUNGLINT	10	40	NW	277	68	Nikon D2Xs Electronic Still Camera	4288E: 4288 x 2848 pixel CMOS sensor, RGBG imager color filter				CatalogedWithCenterPoint
ISS018	E	   5992	20081030	105111	-16.3	33.7	-17.9	35.8	191	400	MOZAMBIQUE	ZAMBEZE RIVER, MATUNDO, SUNGLINT	10	40	NW	277	68	Nikon D2Xs Electronic Still Camera	4288E: 4288 x 2848 pixel CMOS sensor, RGBG imager color filter				CatalogedWithCenterPoint
ISS018	E	   5991	20081030	105110	-16.2	33.6	-17.9	35.7	191	400	MOZAMBIQUE	ZAMBEZE RIVER, TETE, SUNGLINT	10	40	NW	277	68	Nikon D2Xs Electronic Still Camera	4288E: 4288 x 2848 pixel CMOS sensor, RGBG imager color filter				CatalogedWithCenterPoint
ISS018	E	   5990	20081030	105108	-16.1	33.5	-17.8	35.7	191	400	MOZAMBIQUE	ZAMBEZE RIVER, TETE, SUNGLINT	10	41	NW	276	68	Nikon D2Xs Electronic Still Camera	4288E: 4288 x 2848 pixel CMOS sensor, RGBG imager color filter				CatalogedWithCenterPoint
ISS018	E	   5989	20081030	105057	-15.9	32.1	-17.2	35.2	191	400	MOZAMBIQUE	CAHORA BASSA RES., GUANXEBE, AGR., ROAD	10	47	W	275	69	Nikon D2Xs Electronic Still Camera	4288E: 4288 x 2848 pixel CMOS sensor, RGBG imager color filter				CatalogedWithCenterPoint
ISS018	E	   5988	20081030	105056	-15.8	32.1	-17.2	35.2	191	400	MOZAMBIQUE	CAHORA BASSA RES., GUANXEBE, AGR., ROAD	10	47	W	275	69	Nikon D2Xs Electronic Still Camera	4288E: 4288 x 2848 pixel CMOS sensor, RGBG imager color filter				CatalogedWithCenterPoint
ISS018	E	   5987	20081030	105054	-15.8	32.1	-17.1	35.1	191	400	MOZAMBIQUE	CAHORA BASSA RES., GUANXEBE AREA, AGR.	10	46	W	275	69	Nikon D2Xs Electronic Still Camera	4288E: 4288 x 2848 pixel CMOS sensor, RGBG imager color filter				CatalogedWithCenterPoint
ISS018	E	   5986	20081030	105052	-15.8	32.2	-17.0	35.0	191	400	MOZAMBIQUE	CAHORA BASSA RES., CHITALE AREA, AGR.	10	44	W	275	69	Nikon D2Xs Electronic Still Camera	4288E: 4288 x 2848 pixel CMOS sensor, RGBG imager color filter				CatalogedWithCenterPoint
ISS018	E	   5985	20081030	105051	-15.7	32.3	-16.9	35.0	191	400	MOZAMBIQUE	CAHORA BASSA RES.,SUNGLINT, CHITALE, AGR.	10	43	W	275	69	Nikon D2Xs Electronic Still Camera	4288E: 4288 x 2848 pixel CMOS sensor, RGBG imager color filter				CatalogedWithCenterPoint
ISS018	E	   5984	20081030	105050	-15.7	32.4	-16.9	34.9	191	400	MOZAMBIQUE	CAHORA BASSA RES.,SUNGLINT, CHICOA, AGR.	10	41	W	275	69	Nikon D2Xs Electronic Still Camera	4288E: 4288 x 2848 pixel CMOS sensor, RGBG imager color filter				CatalogedWithCenterPoint
ISS018	E	   5983	20081030	105049	-15.6	32.5	-16.8	34.9	191	400	MOZAMBIQUE	CAHORA BASSA RES., SUNGLINT	10	40	NW	275	69	Nikon D2Xs Electronic Still Camera	4288E: 4288 x 2848 pixel CMOS sensor, RGBG imager color filter				CatalogedWithCenterPoint
ISS018	E	   5982	20081030	105046	-15.6	32.5	-16.7	34.8	191	400	MOZAMBIQUE	CAHORA BASSA RES., SUNGLINT	10	39	W	274	69	Nikon D2Xs Electronic Still Camera	4288E: 4288 x 2848 pixel CMOS sensor, RGBG imager color filter				CatalogedWithCenterPoint
ISS018	E	   5981	20081030	105045	-15.6	32.5	-16.6	34.7	191	400	MOZAMBIQUE	CAHORA BASSA RES., SUNGLINT	10	37	W	274	69	Nikon D2Xs Electronic Still Camera	4288E: 4288 x 2848 pixel CMOS sensor, RGBG imager color filter				CatalogedWithCenterPoint
ISS018	E	   5980	20081030	105043	-15.6	32.6	-16.5	34.7	191	400	MOZAMBIQUE	CAHORA BASSA RES., SUNGLINT	10	36	W	274	69	Nikon D2Xs Electronic Still Camera	4288E: 4288 x 2848 pixel CMOS sensor, RGBG imager color filter				CatalogedWithCenterPoint
ISS018	E	   5979	20081030	105041	-15.6	32.6	-16.4	34.6	191	400	MOZAMBIQUE	CAHORA BASSA,  SUNGLINT, SONGO, DAM	10	34	W	274	69	Nikon D2Xs Electronic Still Camera	4288E: 4288 x 2848 pixel CMOS sensor, RGBG imager color filter				CatalogedWithCenterPoint
ISS018	E	   5978	20081030	105009	-13.0	30.9	-14.8	33.3	191	800	ZAMBIA	L. LUSIWASI, MUTAMA, AGR., ROADS	10	43	NW	270	71	Nikon D2Xs Electronic Still Camera	4288E: 4288 x 2848 pixel CMOS sensor, RGBG imager color filter				CatalogedWithCenterPoint
