mission	roll	frame	Photo Date	Photo Time GMT	Center Point Lat	Center Point Lon	Nadir Lat	Nadir Lon	Spacecraft Altitude (nautical miles)	Lens mm	geon	feat	Clouds Percentage	Look Angle	Look Direction	Sun Azimuth	Sun Elevation Angle	camera	film	Camera (uncataloged)	caption	Features from Image Detectives (not NASA)	RecordType
ISS007	E	   5926	20030525	190506	28.0	-16.5	26.5	-13.4	209	180	CANARY ISLANDS	TENERIFE ISLAND, DUST	25	45	W	290	6	Kodak DCS760c Electronic Still Camera	3060E: 3060 x 2036 pixel CCD, RGBG array				CatalogedWithCenterPoint
ISS007	E	   5920	20030523	204501	-5.0	-63.5	-8.9	-56.9	213	180	BRAZIL	RIO PURUS, CLOUDS, HAZE	75	HO	NW	293	11	Kodak DCS760c Electronic Still Camera	3060E: 3060 x 2036 pixel CCD, RGBG array				CatalogedWithCenterPoint
ISS007	E	   5919	20030523	204500	-5.0	-63.5	-9.0	-57.0	213	180	BRAZIL	RIO PURUS, CLOUDS, HAZE	75	HO	NW	293	11	Kodak DCS760c Electronic Still Camera	3060E: 3060 x 2036 pixel CCD, RGBG array				CatalogedWithCenterPoint
ISS007	E	   5917	20030523	204456	-6.0	-64.0	-9.2	-57.1	213	180	BRAZIL	RIO TAPAUA, CLOUDS, HAZE	50	HO	W	293	11	Kodak DCS760c Electronic Still Camera	3060E: 3060 x 2036 pixel CCD, RGBG array				CatalogedWithCenterPoint
ISS007	E	   5916	20030523	204455	-6.0	-64.0	-9.2	-57.2	213	180	BRAZIL	RIO TAPAUA, CLOUDS, HAZE	50	HO	W	293	11	Kodak DCS760c Electronic Still Camera	3060E: 3060 x 2036 pixel CCD, RGBG array				CatalogedWithCenterPoint
ISS007	E	   5914	20030523	204450	-6.0	-64.0	-9.5	-57.4	213	180	BRAZIL	RIO PURUS, RIO TAPAUA, HAZE	50	HO	NW	293	11	Kodak DCS760c Electronic Still Camera	3060E: 3060 x 2036 pixel CCD, RGBG array				CatalogedWithCenterPoint
ISS007	E	   5913	20030523	204449	-6.0	-64.0	-9.5	-57.4	213	180	BRAZIL	RIO PURUS, RIO TAPAUA, HAZE	50	HO	NW	293	11	Kodak DCS760c Electronic Still Camera	3060E: 3060 x 2036 pixel CCD, RGBG array				CatalogedWithCenterPoint
ISS007	E	   5911	20030523	204252	-19.5	-66.0	-15.4	-61.8	213	50	BOLIVIA	PAN-ANDES RANGE,SALAR DE UYUNI	50	HO	SW	296	13	Kodak DCS760c Electronic Still Camera	3060E: 3060 x 2036 pixel CCD, RGBG array				CatalogedWithCenterPoint
ISS007	E	   5910	20030523	204251	-19.5	-66.0	-15.5	-61.9	213	50	BOLIVIA	PAN-ANDES RANGE,SALAR DE UYUNI	50	HO	SW	296	13	Kodak DCS760c Electronic Still Camera	3060E: 3060 x 2036 pixel CCD, RGBG array				CatalogedWithCenterPoint
ISS007	E	   5908	20030523	204145	-18.5	-65.0	-18.8	-64.5	214	50	BOLIVIA	ANDES RANGE,CORDILLERA CENTRAL	10	 9	NW	298	14	Kodak DCS760c Electronic Still Camera	3060E: 3060 x 2036 pixel CCD, RGBG array				CatalogedWithCenterPoint
ISS007	E	   5907	20030523	204145	-18.5	-65.0	-18.8	-64.5	214	50	BOLIVIA	ANDES RANGE,CORDILLERA CENTRAL	10	 9	NW	298	14	Kodak DCS760c Electronic Still Camera	3060E: 3060 x 2036 pixel CCD, RGBG array				CatalogedWithCenterPoint
ISS007	E	   5906	20030523	204129	-21.5	-66.0	-19.5	-65.2	214	180	BOLIVIA	ANDES RANGE, RIO TUMUSLO	10	31	S	298	14	Kodak DCS760c Electronic Still Camera	3060E: 3060 x 2036 pixel CCD, RGBG array				CatalogedWithCenterPoint
ISS007	E	   5905	20030523	204128	-21.5	-66.0	-19.6	-65.2	214	180	BOLIVIA	ANDES RANGE, RIO TUMUSLO	10	30	S	298	14	Kodak DCS760c Electronic Still Camera	3060E: 3060 x 2036 pixel CCD, RGBG array				CatalogedWithCenterPoint
ISS007	E	   5904	20030523	204127	-21.5	-66.0	-19.6	-65.3	214	180	BOLIVIA	ANDES RANGE, RIO TUMUSLO	10	30	S	298	14	Kodak DCS760c Electronic Still Camera	3060E: 3060 x 2036 pixel CCD, RGBG array				CatalogedWithCenterPoint
ISS007	E	   5902	20030523	204010	-22.5	-67.5	-23.4	-68.5	214	180	BOLIVIA	ANDES RANGE, VOLCANOS, LAKE	10	21	NE	301	15	Kodak DCS760c Electronic Still Camera	3060E: 3060 x 2036 pixel CCD, RGBG array				CatalogedWithCenterPoint
ISS007	E	   5901	20030523	204010	-22.5	-67.5	-23.4	-68.5	214	180	BOLIVIA	ANDES RANGE, VOLCANOS, LAKE	10	21	NE	301	15	Kodak DCS760c Electronic Still Camera	3060E: 3060 x 2036 pixel CCD, RGBG array				CatalogedWithCenterPoint
ISS007	E	   5899	20030523	203946	-23.5	-68.5	-24.5	-69.6	214	180	CHILE	SALAR DE ATACAMA, SALT PANS	10	23	NE	302	15	Kodak DCS760c Electronic Still Camera	3060E: 3060 x 2036 pixel CCD, RGBG array				CatalogedWithCenterPoint
ISS007	E	   5898	20030523	203945	-23.5	-68.5	-24.6	-69.6	214	180	CHILE	SALAR DE ATACAMA, SALT PANS	10	24	NE	302	15	Kodak DCS760c Electronic Still Camera	3060E: 3060 x 2036 pixel CCD, RGBG array				CatalogedWithCenterPoint
ISS007	E	   5897	20030523	203929	-26.5	-67.5	-25.3	-70.3	214	180	ARGENTINA	SALAR DE INCAHUASI, VOLCANOS	10	41	E	302	16	Kodak DCS760c Electronic Still Camera	3060E: 3060 x 2036 pixel CCD, RGBG array				CatalogedWithCenterPoint
ISS007	E	   5896	20030523	203929	-26.5	-67.5	-25.3	-70.3	214	180	ARGENTINA	SALAR DE INCAHUASI, VOLCANOS	10	41	E	302	16	Kodak DCS760c Electronic Still Camera	3060E: 3060 x 2036 pixel CCD, RGBG array				CatalogedWithCenterPoint
ISS007	E	   5895	20030523	203927	-26.5	-67.5	-25.4	-70.4	214	180	ARGENTINA	SALAR DE INCAHUASI, VOLCANOS	10	41	E	302	16	Kodak DCS760c Electronic Still Camera	3060E: 3060 x 2036 pixel CCD, RGBG array				CatalogedWithCenterPoint
ISS007	E	   5894	20030523	203902	-26.5	-67.5	-26.6	-71.5	214	180	ARGENTINA	SALAR DE INCAHUASI, VOLCANOS	10	48	E	303	16	Kodak DCS760c Electronic Still Camera	3060E: 3060 x 2036 pixel CCD, RGBG array				CatalogedWithCenterPoint
ISS007	E	   5893	20030523	203901	-26.5	-67.5	-26.7	-71.6	214	180	ARGENTINA	SALAR DE INCAHUASI, VOLCANOS	10	49	E	303	16	Kodak DCS760c Electronic Still Camera	3060E: 3060 x 2036 pixel CCD, RGBG array				CatalogedWithCenterPoint
ISS007	E	   5892	20030523	203901	-26.5	-67.5	-26.7	-71.6	214	180	ARGENTINA	SALAR DE INCAHUASI, VOLCANOS	10	49	E	303	16	Kodak DCS760c Electronic Still Camera	3060E: 3060 x 2036 pixel CCD, RGBG array				CatalogedWithCenterPoint
ISS007	E	   5891	20030523	203845	-27.5	-69.0	-27.4	-72.3	214	180	CHILE	DARWIN RANGE, LAGUNA FRANCISCO	10	43	E	304	16	Kodak DCS760c Electronic Still Camera	3060E: 3060 x 2036 pixel CCD, RGBG array				CatalogedWithCenterPoint
ISS007	E	   5890	20030523	203844	-27.5	-69.0	-27.5	-72.4	214	180	CHILE	DARWIN RANGE, LAGUNA FRANCISCO	10	44	E	304	16	Kodak DCS760c Electronic Still Camera	3060E: 3060 x 2036 pixel CCD, RGBG array				CatalogedWithCenterPoint
ISS007	E	   5889	20030523	203843	-27.5	-69.0	-27.5	-72.4	214	180	CHILE	DARWIN RANGE, LAGUNA FRANCISCO	10	44	E	304	16	Kodak DCS760c Electronic Still Camera	3060E: 3060 x 2036 pixel CCD, RGBG array				CatalogedWithCenterPoint
ISS007	E	   5888	20030523	203822	-28.0	-71.5	-28.5	-73.4	214	180	CHILE	COAST, PUNTA LOBAS, RIO HUASCO	25	29	E	305	16	Kodak DCS760c Electronic Still Camera	3060E: 3060 x 2036 pixel CCD, RGBG array				CatalogedWithCenterPoint
ISS007	E	   5887	20030523	203821	-28.0	-71.5	-28.5	-73.5	214	180	CHILE	COAST, PUNTA LOBAS, RIO HUASCO	25	30	E	305	16	Kodak DCS760c Electronic Still Camera	3060E: 3060 x 2036 pixel CCD, RGBG array				CatalogedWithCenterPoint
ISS007	E	   5886	20030523	203820	-28.0	-71.5	-28.6	-73.5	214	180	CHILE	COAST, PUNTA LOBAS, RIO HUASCO	25	30	E	305	16	Kodak DCS760c Electronic Still Camera	3060E: 3060 x 2036 pixel CCD, RGBG array				CatalogedWithCenterPoint
ISS007	E	   5885	20030523	203732	-30.5	-70.5	-30.8	-75.9	214	180	CHILE	SNOW CAPPED ANDES RANGE	10	HO	E	307	17	Kodak DCS760c Electronic Still Camera	3060E: 3060 x 2036 pixel CCD, RGBG array				CatalogedWithCenterPoint
ISS007	E	   5884	20030523	203731	-30.5	-70.5	-30.8	-75.9	214	180	CHILE	SNOW CAPPED ANDES RANGE	10	HO	E	307	17	Kodak DCS760c Electronic Still Camera	3060E: 3060 x 2036 pixel CCD, RGBG array				CatalogedWithCenterPoint
ISS007	E	   5883	20030523	203731	-30.5	-70.5	-30.8	-75.9	214	180	CHILE	SNOW CAPPED ANDES RANGE	10	HO	E	307	17	Kodak DCS760c Electronic Still Camera	3060E: 3060 x 2036 pixel CCD, RGBG array				CatalogedWithCenterPoint
ISS007	E	   5882	20030523	203707	-30.5	-70.5	-31.9	-77.1	214	180	CHILE	SNOW CAPPED ANDES RANGE	10	HO	E	309	17	Kodak DCS760c Electronic Still Camera	3060E: 3060 x 2036 pixel CCD, RGBG array				CatalogedWithCenterPoint
ISS007	E	   5881	20030523	203706	-30.5	-70.5	-31.9	-77.2	214	180	CHILE	SNOW CAPPED ANDES RANGE	10	HO	E	309	17	Kodak DCS760c Electronic Still Camera	3060E: 3060 x 2036 pixel CCD, RGBG array				CatalogedWithCenterPoint
ISS007	E	   5880	20030523	203705	-30.5	-70.5	-32.0	-77.2	214	180	CHILE	SNOW CAPPED ANDES RANGE	10	HO	E	309	17	Kodak DCS760c Electronic Still Camera	3060E: 3060 x 2036 pixel CCD, RGBG array				CatalogedWithCenterPoint
ISS007	E	   5813	20030521	210027	-19.0	-63.0	-20.6	-58.9	214	180	BOLIVIA	DUST PLUMES, RIO GRANDE	10	51	W	293	4	Kodak DCS760c Electronic Still Camera	3060E: 3060 x 2036 pixel CCD, RGBG array				CatalogedWithCenterPoint
ISS007	E	   5812	20030521	210007	-18.5	-63.0	-21.5	-59.7	214	180	BOLIVIA	RIO GRANDE, DUST PLUMES, DEFOR.	25	51	NW	294	5	Kodak DCS760c Electronic Still Camera	3060E: 3060 x 2036 pixel CCD, RGBG array				CatalogedWithCenterPoint
ISS007	E	   5811	20030521	210007	-18.5	-63.0	-21.5	-59.7	214	180	BOLIVIA	RIO GRANDE, DUST PLUMES, DEFOR.	25	51	NW	294	5	Kodak DCS760c Electronic Still Camera	3060E: 3060 x 2036 pixel CCD, RGBG array				CatalogedWithCenterPoint
ISS007	E	   5810	20030521	210006	-18.5	-63.0	-21.6	-59.8	214	180	BOLIVIA	RIO GRANDE, DUST PLUMES, DEFOR.	25	51	NW	294	5	Kodak DCS760c Electronic Still Camera	3060E: 3060 x 2036 pixel CCD, RGBG array				CatalogedWithCenterPoint
ISS007	E	   5809	20030521	205926	-25.0	-68.0	-23.5	-61.5	214	180	ARGENTINA	SALAR DE ARIZARO, CLOUDS, SNOW	75	HO	W	295	6	Kodak DCS760c Electronic Still Camera	3060E: 3060 x 2036 pixel CCD, RGBG array				CatalogedWithCenterPoint
ISS007	E	   5808	20030521	205926	-25.0	-68.0	-23.5	-61.5	214	180	ARGENTINA	SALAR DE ARIZARO, CLOUDS, SNOW	75	HO	W	295	6	Kodak DCS760c Electronic Still Camera	3060E: 3060 x 2036 pixel CCD, RGBG array				CatalogedWithCenterPoint
ISS007	E	   5807	20030521	205925	-25.0	-68.0	-23.6	-61.5	214	180	ARGENTINA	SALAR DE ARIZARO, CLOUDS, SNOW	75	HO	W	295	6	Kodak DCS760c Electronic Still Camera	3060E: 3060 x 2036 pixel CCD, RGBG array				CatalogedWithCenterPoint
ISS007	E	   5806	20030521	205918	-24.5	-67.5	-23.9	-61.9	214	180	ARGENTINA	SALAR DE ARIZARO, CLOUDS, SNOW	75	HO	W	295	6	Kodak DCS760c Electronic Still Camera	3060E: 3060 x 2036 pixel CCD, RGBG array				CatalogedWithCenterPoint
ISS007	E	   5805	20030521	205917	-24.5	-67.5	-23.9	-61.9	214	180	ARGENTINA	SALAR DE ARIZARO, CLOUDS, SNOW	75	HO	W	295	6	Kodak DCS760c Electronic Still Camera	3060E: 3060 x 2036 pixel CCD, RGBG array				CatalogedWithCenterPoint
ISS007	E	   5804	20030521	205917	-24.5	-67.5	-23.9	-61.9	214	180	ARGENTINA	SALAR DE ARIZARO, CLOUDS, SNOW	75	HO	W	295	6	Kodak DCS760c Electronic Still Camera	3060E: 3060 x 2036 pixel CCD, RGBG array				CatalogedWithCenterPoint
ISS007	E	   5803	20030521	205854	-25.0	-68.0	-25.0	-62.9	214	180	ARGENTINA	CLOUDS SOUTH OF SALAR ARIZARO	50	HO	W	296	6	Kodak DCS760c Electronic Still Camera	3060E: 3060 x 2036 pixel CCD, RGBG array				CatalogedWithCenterPoint
ISS007	E	   5802	20030521	205854	-25.0	-68.0	-25.0	-62.9	214	180	ARGENTINA	CLOUDS SOUTH OF SALAR ARIZARO	50	HO	W	296	6	Kodak DCS760c Electronic Still Camera	3060E: 3060 x 2036 pixel CCD, RGBG array				CatalogedWithCenterPoint
ISS007	E	   5801	20030521	205853	-25.0	-68.0	-25.1	-63.0	214	180	ARGENTINA	CLOUDS SOUTH OF SALAR ARIZARO	50	55	W	296	6	Kodak DCS760c Electronic Still Camera	3060E: 3060 x 2036 pixel CCD, RGBG array				CatalogedWithCenterPoint
ISS007	E	   5800	20030521	205844	-24.5	-68.0	-25.5	-63.4	214	180	ARGENTINA	SALAR DE ARIZARO, CLOUDS, SNOW	50	53	W	296	6	Kodak DCS760c Electronic Still Camera	3060E: 3060 x 2036 pixel CCD, RGBG array				CatalogedWithCenterPoint
ISS007	E	   5799	20030521	205843	-24.5	-68.0	-25.6	-63.4	214	180	ARGENTINA	SALAR DE ARIZARO, CLOUDS, SNOW	50	53	W	296	6	Kodak DCS760c Electronic Still Camera	3060E: 3060 x 2036 pixel CCD, RGBG array				CatalogedWithCenterPoint
ISS007	E	   5798	20030521	205843	-24.5	-68.0	-25.6	-63.4	214	180	ARGENTINA	SALAR DE ARIZARO, CLOUDS, SNOW	50	53	W	296	6	Kodak DCS760c Electronic Still Camera	3060E: 3060 x 2036 pixel CCD, RGBG array				CatalogedWithCenterPoint
ISS007	E	   5781	20030520	103809	-22.5	-42.0	-22.2	-38.8	211	800	BRAZIL	COAST, MACAE, HAZE, CLOUDS	25	42	W	58	19	Kodak DCS760c Electronic Still Camera	3060E: 3060 x 2036 pixel CCD, RGBG array				CatalogedWithCenterPoint
ISS007	E	   5780	20030520	103809	-22.5	-42.0	-22.2	-38.8	211	800	BRAZIL	COAST, MACAE, HAZE, CLOUDS	25	42	W	58	19	Kodak DCS760c Electronic Still Camera	3060E: 3060 x 2036 pixel CCD, RGBG array				CatalogedWithCenterPoint
ISS007	E	   5779	20030520	103808	-22.5	-42.0	-22.1	-38.9	211	800	BRAZIL	COAST, MACAE, HAZE, CLOUDS	50	42	W	58	19	Kodak DCS760c Electronic Still Camera	3060E: 3060 x 2036 pixel CCD, RGBG array				CatalogedWithCenterPoint
ISS007	E	   5769	20030519	193543	-48.5	-73.0	-48.4	-70.5	215	400	ARGENTINA	LAGO BELGRANO, ANDES RANGE	10	35	W	318	11	Kodak DCS760c Electronic Still Camera	3060E: 3060 x 2036 pixel CCD, RGBG array				CatalogedWithCenterPoint
ISS007	E	   5768	20030519	193543	-48.5	-73.0	-48.4	-70.5	215	400	ARGENTINA	LAGO BELGRANO, ANDES RANGE	10	35	W	318	11	Kodak DCS760c Electronic Still Camera	3060E: 3060 x 2036 pixel CCD, RGBG array				CatalogedWithCenterPoint
ISS007	E	   5767	20030519	193542	-48.5	-73.0	-48.4	-70.5	215	400	ARGENTINA	LAGO BELGRANO, ANDES RANGE	10	35	W	318	11	Kodak DCS760c Electronic Still Camera	3060E: 3060 x 2036 pixel CCD, RGBG array				CatalogedWithCenterPoint
ISS007	E	   5766	20030519	193535	-47.5	-72.5	-48.5	-71.2	215	400	CHILE	ANDES RANGE, VALLEYS, SNOW	10	25	NW	319	11	Kodak DCS760c Electronic Still Camera	3060E: 3060 x 2036 pixel CCD, RGBG array				CatalogedWithCenterPoint
ISS007	E	   5765	20030519	193534	-47.5	-72.5	-48.6	-71.2	215	400	CHILE	ANDES RANGE, VALLEYS, SNOW	10	25	NW	319	12	Kodak DCS760c Electronic Still Camera	3060E: 3060 x 2036 pixel CCD, RGBG array				CatalogedWithCenterPoint
ISS007	E	   5764	20030519	193534	-47.5	-72.5	-48.6	-71.2	215	400	CHILE	ANDES RANGE, VALLEYS, SNOW	10	25	NW	319	12	Kodak DCS760c Electronic Still Camera	3060E: 3060 x 2036 pixel CCD, RGBG array				CatalogedWithCenterPoint
ISS007	E	   5763	20030519	193533	-48.5	-73.0	-48.6	-71.3	215	400	CHILE	BRAZO DEL DESAGUE, GL. BRAVA	10	25	W	319	12	Kodak DCS760c Electronic Still Camera	3060E: 3060 x 2036 pixel CCD, RGBG array				CatalogedWithCenterPoint
ISS007	E	   5762	20030519	193532	-48.5	-73.0	-48.6	-71.4	215	400	CHILE	BRAZO DEL DESAGUE, GL. BRAVA	10	24	W	319	12	Kodak DCS760c Electronic Still Camera	3060E: 3060 x 2036 pixel CCD, RGBG array				CatalogedWithCenterPoint
ISS007	E	   5761	20030519	193531	-48.5	-73.0	-48.6	-71.5	215	400	CHILE	BRAZO DEL DESAGUE, GL. BRAVA	10	23	W	319	12	Kodak DCS760c Electronic Still Camera	3060E: 3060 x 2036 pixel CCD, RGBG array				CatalogedWithCenterPoint
ISS007	E	   5760	20030519	193530	-48.5	-73.0	-48.7	-71.6	215	400	CHILE	BRAZO DEL DESAGUE, GL. BRAVA	10	22	W	319	12	Kodak DCS760c Electronic Still Camera	3060E: 3060 x 2036 pixel CCD, RGBG array				CatalogedWithCenterPoint
ISS007	E	   5759	20030519	193529	-48.5	-73.0	-48.7	-71.7	215	400	CHILE	BRAZO EL DESAGUE, GL. BRAVA	10	20	W	319	12	Kodak DCS760c Electronic Still Camera	3060E: 3060 x 2036 pixel CCD, RGBG array				CatalogedWithCenterPoint
ISS007	E	   5758	20030519	193529	-48.5	-73.0	-48.7	-71.7	215	400	CHILE	BRAZO DEL DESAGUE, GL. BRAVA	10	20	W	319	12	Kodak DCS760c Electronic Still Camera	3060E: 3060 x 2036 pixel CCD, RGBG array				CatalogedWithCenterPoint
ISS007	E	   5757	20030519	193527	-48.5	-73.0	-48.7	-71.9	215	400	CHILE	VALLEYS, GLACIER BRAVA, SNOW	10	17	W	319	12	Kodak DCS760c Electronic Still Camera	3060E: 3060 x 2036 pixel CCD, RGBG array				CatalogedWithCenterPoint
ISS007	E	   5756	20030519	193526	-49.0	-73.5	-48.7	-71.9	215	400	CHILE	LAGO O'HIGGINS, GLACIER BRAVA	10	24	W	319	12	Kodak DCS760c Electronic Still Camera	3060E: 3060 x 2036 pixel CCD, RGBG array				CatalogedWithCenterPoint
ISS007	E	   5755	20030519	193525	-48.5	-73.0	-48.8	-72.0	215	400	CHILE	LAGO O'HIGGINS, GLACIERS	10	16	W	319	12	Kodak DCS760c Electronic Still Camera	3060E: 3060 x 2036 pixel CCD, RGBG array				CatalogedWithCenterPoint
ISS007	E	   5754	20030519	193523	-49.0	-73.0	-48.8	-72.2	215	400	ARGENTINA	GL. O'HIGGINS, LAGO O'HIGGINS	10	13	W	319	12	Kodak DCS760c Electronic Still Camera	3060E: 3060 x 2036 pixel CCD, RGBG array				CatalogedWithCenterPoint
ISS007	E	   5753	20030519	193522	-49.0	-73.0	-48.8	-72.3	215	400	ARGENTINA	GL. O'HIGGINS, LAGO O'HIGGINS	10	12	W	320	12	Kodak DCS760c Electronic Still Camera	3060E: 3060 x 2036 pixel CCD, RGBG array				CatalogedWithCenterPoint
ISS007	E	   5752	20030519	193521	-49.0	-73.0	-48.9	-72.4	215	400	ARGENTINA	GLACIER CHICO	10	10	W	320	12	Kodak DCS760c Electronic Still Camera	3060E: 3060 x 2036 pixel CCD, RGBG array				CatalogedWithCenterPoint
ISS007	E	   5751	20030519	193518	-49.0	-73.5	-48.9	-72.6	215	400	CHILE	GLACIER PIA XI, FALCON FJORD	10	14	W	320	12	Kodak DCS760c Electronic Still Camera	3060E: 3060 x 2036 pixel CCD, RGBG array				CatalogedWithCenterPoint
ISS007	E	   5750	20030519	193516	-49.0	-74.0	-49.0	-72.8	215	400	CHILE	EYRE FJORD, GLACIER PIA XI	10	19	W	320	12	Kodak DCS760c Electronic Still Camera	3060E: 3060 x 2036 pixel CCD, RGBG array				CatalogedWithCenterPoint
ISS007	E	   5749	20030519	193514	-49.0	-74.0	-49.0	-73.0	215	400	CHILE	CANAL MESSIER, GL. BERNARDO	10	16	W	320	12	Kodak DCS760c Electronic Still Camera	3060E: 3060 x 2036 pixel CCD, RGBG array				CatalogedWithCenterPoint
ISS007	E	   5748	20030519	193513	-49.0	-74.0	-49.0	-73.1	215	400	CHILE	EYRE FJORD, GL. GREVE CALVING	10	14	W	320	12	Kodak DCS760c Electronic Still Camera	3060E: 3060 x 2036 pixel CCD, RGBG array				CatalogedWithCenterPoint
ISS007	E	   5747	20030519	193511	-49.0	-74.0	-49.1	-73.3	215	400	CHILE	GLACIER OCCIDENTAL	10	11	W	320	12	Kodak DCS760c Electronic Still Camera	3060E: 3060 x 2036 pixel CCD, RGBG array				CatalogedWithCenterPoint
ISS007	E	   5746	20030519	193509	-49.0	-74.0	-49.1	-73.4	215	400	CHILE	GLACIER OCCIDENTAL	10	10	W	321	12	Kodak DCS760c Electronic Still Camera	3060E: 3060 x 2036 pixel CCD, RGBG array				CatalogedWithCenterPoint
ISS007	E	   5745	20030519	193507	-48.5	-74.0	-49.2	-73.6	215	400	CHILE	GLACIER BERNARDO	10	13	NW	321	12	Kodak DCS760c Electronic Still Camera	3060E: 3060 x 2036 pixel CCD, RGBG array				CatalogedWithCenterPoint
ISS007	E	   5744	20030519	193506	-48.5	-73.5	-49.2	-73.7	215	400	CHILE	GLACIER BERNARDO	10	11	N	321	12	Kodak DCS760c Electronic Still Camera	3060E: 3060 x 2036 pixel CCD, RGBG array				CatalogedWithCenterPoint
ISS007	E	   5743	20030519	193459	-49.0	-74.0	-49.3	-74.3	215	400	CHILE	GLACIER OCCIDENTAL	10	 7	NE	321	12	Kodak DCS760c Electronic Still Camera	3060E: 3060 x 2036 pixel CCD, RGBG array				CatalogedWithCenterPoint
ISS007	E	   5719	20030517	070503	11.0	4.5	11.6	5.3	208	400	NIGERIA	SAVANNA, NIGER RIVER	10	16	SW	74	25	Kodak DCS760c Electronic Still Camera	3060E: 3060 x 2036 pixel CCD, RGBG array				CatalogedWithCenterPoint
ISS007	E	   5718	20030517	054112	-11.5	47.5	-14.2	47.5	211	400	INDIAN OCEAN I(S).	ILES GLORIEUSES	10	37	N	55	33	Kodak DCS760c Electronic Still Camera	3060E: 3060 x 2036 pixel CCD, RGBG array				CatalogedWithCenterPoint
ISS007	E	   5716	20030520	230134	-34.0	151.0	-36.3	148.8	213	180	AUSTRALIA-NSW	SYDNEY, FOREST, LAKES	10	42	NE	45	20	Kodak DCS760c Electronic Still Camera	3060E: 3060 x 2036 pixel CCD, RGBG array				CatalogedWithCenterPoint
ISS007	E	   5715	20030520	230134	-34.0	151.0	-36.3	148.8	213	180	AUSTRALIA-NSW	SYDNEY, FOREST, LAKES	10	42	NE	45	20	Kodak DCS760c Electronic Still Camera	3060E: 3060 x 2036 pixel CCD, RGBG array				CatalogedWithCenterPoint
